Code,Species,NCBI_Chromosome,Physical_Length_Mb,Map_Length_Morgans,Fraction_Functional,Mean_Global_Va,Local_Variance_vi,Z_Theoretical,Q2_bar_linked,Linked_Penalty,Total_Chrom_Ne_N
GTN,Parus major (NL),22,4.276343,0.5575,0.00965488975877413,0.04482373436199354,4.3276821384162354e-4,0.9,25.603089609485174,0.9944752163828187,0.8438988500471868
GTN,Parus major (NL),23,6.655392,0.4033,0.014889934025736495,0.04482373436199354,6.674224474372218e-4,0.9,31.836845050559194,0.9894319261451812,0.8399536897728815
GTN,Parus major (NL),24,6.808513,0.5233,0.012079774530843485,0.04482373436199354,5.414606047233036e-4,0.9,26.757106062313476,0.9927822148195963,0.8426176283527299
GTN,Parus major (NL),25LG1,1.09296,0.0458,0.005806006031841624,0.04482373436199354,2.6024687207540115e-4,0.9,78.9261205007233,0.9897824197953867,0.8396707487866759
GTN,Parus major (NL),25LG2,0.809223,0.0576,0.004580718499718801,0.04482373436199354,2.0532490921846514e-4,0.9,74.97461557170931,0.9923324685811954,0.8417556150286352
GTN,Parus major (NL),26,6.596997,0.5491,0.016990045708805118,0.04482373436199354,7.615572956496089e-4,0.9,25.876852464407634,0.9901950323409144,0.8407358820481927
GTN,Parus major (NL),27,4.327975,0.5432,0.014419224145210295,0.04482373436199354,6.463234727909497e-4,0.9,26.07280433480804,0.9916096642794237,0.8417722718149586
GTN,Parus major (NL),28,5.10101,0.5243,0.01609056684335215,0.04482373436199354,7.212392939203177e-4,0.9,26.721828486447905,0.9904098651233342,0.8408607187370506
GTN,Parus major (NL),LGE22,0.773534,0.3459,0.00299038983923055,0.04482373436199354,1.3404043979247475e-4,0.9,35.06045501537333,0.9976529991187925,0.8461664749711524
GTN,Parus major (NL),1,114.05986,1.3815,0.08518932749586167,0.04482373436199354,0.0038185037861513758,0.99,140.96609146208093,0.764036453473411,0.6520985639165908
GTN,Parus major (NL),1A,71.365269,1.1282,0.061316035999866174,0.04482373436199354,0.0027484137097884345,0.99,171.48961028582653,0.7900475084917475,0.6730693308686911
GTN,Parus major (NL),2,150.265477,1.2741,0.09750720523078246,0.04482373436199354,0.00437063706564498,0.99,152.4684112523275,0.7166325553984834,0.6122167465333915
GTN,Parus major (NL),3,111.636321,1.0705,0.08779786798455874,0.04482373436199354,0.0039354283120892385,0.99,180.39526321256523,0.7011970639613493,0.5985851541213302
GTN,Parus major (NL),4,68.030631,0.9733,0.05543630480396515,0.04482373436199354,0.0024848622005434404,0.99,197.69981187333653,0.7822128452932976,0.6660955897078795
GTN,Parus major (NL),4A,19.934923,0.6552,0.022738776329562237,0.04482373436199354,0.0010192368699130842,0.99,288.42794182161134,0.863304167531927,0.7333186898058497
GTN,Parus major (NL),5,61.875929,1.0105,0.06999027353589232,0.04482373436199354,0.003137225428896104,0.99,190.6972963233692,0.7414628619982592,0.6320971120918744
GTN,Parus major (NL),6,34.342011,0.7807,0.03870598994055784,0.04482373436199354,0.001734947011313559,0.99,244.1691805404647,0.8091181767583007,0.6881280351039499
GTN,Parus major (NL),7,37.653027,0.8367,0.04621842882156041,0.04482373436199354,0.00207168257612633,0.99,228.5392986298399,0.7892039960200563,0.6715763435335443
GTN,Parus major (NL),8,31.324166,0.4974,0.036386495111276805,0.04482373436199354,0.0016309785912318481,0.99,373.8461534349899,0.7372210229238181,0.6268710446856492
GTN,Parus major (NL),9,25.106277,0.5657,0.03017458246304979,0.04482373436199354,0.0013525374688078127,0.99,331.33414836609177,0.7992584448096994,0.6793008084434884
GTN,Parus major (NL),10,20.202851,0.5667,0.030958634248306034,0.04482373436199354,0.0013876815977561852,0.99,330.7838632305511,0.7949219542354679,0.6756555280778445
GTN,Parus major (NL),11,20.315886,0.5849,0.02547588776887181,0.04482373436199354,0.0011419244259878703,0.99,321.0806000402734,0.8324976416799603,0.7072980448068743
GTN,Parus major (NL),12,20.46635,0.5542,0.026941907279155096,0.04482373436199354,0.0012076368950863082,0.99,337.7974992894193,0.8154881715161224,0.6929240063351455
GTN,Parus major (NL),13,16.48034,0.5417,0.021693599652045904,0.04482373436199354,9.723881481587412e-4,0.99,345.1171195619501,0.8455280814229692,0.7181619447827596
GTN,Parus major (NL),14,16.193477,0.5165,0.030255915139986204,0.04482373436199354,0.0013561831031137603,0.99,360.88934379777726,0.7829268460950803,0.6654244803820201
GTN,Parus major (NL),15,13.820886,0.4893,0.02705088191387499,0.04482373436199354,0.001212521545165188,0.99,379.628375379372,0.794411418866632,0.6750205971580534
GTN,Parus major (NL),17,10.486032,0.5005,0.0211728235742087,0.04482373436199354,9.490450195836854e-4,0.99,371.679873884299,0.838307360929704,0.7120006841997543
GTN,Parus major (NL),18,11.572643,0.5102,0.023387247099984226,0.04482373436199354,0.0010483037514679968,0.99,365.06192923255463,0.8258452307702582,0.7015344906315114
GTN,Parus major (NL),19,9.871655,0.5152,0.02240416525270485,0.04482373436199354,0.001004238351889448,0.99,361.7424690935455,0.8339033000855057,0.7083265865118099
GTN,Parus major (NL),20,14.661763,0.5094,0.023516734138534803,0.04482373436199354,0.001054107844087309,0.99,365.59874540521184,0.8247373947933211,0.7006003207039279
GTN,Parus major (NL),21,7.693166,0.5308,0.018179366831881136,0.04482373436199354,8.148671097414761e-4,0.99,351.7655910419424,0.8664757943027798,0.7357573204399636
GTN,Parus major (NL),22,4.276343,0.5575,0.00965488975877413,0.04482373436199354,4.3276821384162354e-4,0.99,335.9169733373555,0.9298917529606893,0.7890941554543561
GTN,Parus major (NL),23,6.655392,0.4033,0.014889934025736495,0.04482373436199354,6.674224474372218e-4,0.99,454.35013423621973,0.8593132637160428,0.7294926790376872
GTN,Parus major (NL),24,6.808513,0.5233,0.012079774530843485,0.04482373436199354,5.414606047233036e-4,0.99,356.49206712460034,0.9079979072972844,0.7706574833586328
GTN,Parus major (NL),25LG1,1.09296,0.0458,0.005806006031841624,0.04482373436199354,2.6024687207540115e-4,0.99,2746.4926778930103,0.6995044912078736,0.5934167430793315
GTN,Parus major (NL),25LG2,0.809223,0.0576,0.004580718499718801,0.04482373436199354,2.0532490921846514e-4,0.99,2337.1723016159613,0.7866751818303148,0.6673048322767421
GTN,Parus major (NL),26,6.596997,0.5491,0.016990045708805118,0.04482373436199354,7.615572956496089e-4,0.99,340.74582602315616,0.878316093391184,0.7457438498238447
GTN,Parus major (NL),27,4.327975,0.5432,0.014419224145210295,0.04482373436199354,6.463234727909497e-4,0.99,344.22194549549715,0.8947245605829233,0.7595270126353852
GTN,Parus major (NL),28,5.10101,0.5243,0.01609056684335215,0.04482373436199354,7.212392939203177e-4,0.99,355.8544933743538,0.8795647274557156,0.7467528898372502
GTN,Parus major (NL),LGE22,0.773534,0.3459,0.00299038983923055,0.04482373436199354,1.3404043979247475e-4,0.99,523.2862742990294,0.9655370913038313,0.8189271397210327
GTN,Parus major (NL),1,114.05986,1.3815,0.08518932749586167,0.04482373436199354,0.0038185037861513758,0.999,1441.5586041199222,0.06378109214648156,0.05443661543198841
GTN,Parus major (NL),1A,71.365269,1.1282,0.061316035999866174,0.04482373436199354,0.0027484137097884345,0.999,1763.4442405974007,0.0886253660642952,0.07550307442746788
GTN,Parus major (NL),2,150.265477,1.2741,0.09750720523078246,0.04482373436199354,0.00437063706564498,0.999,1562.4803845945173,0.03289227860455995,0.028099761365371248
GTN,Parus major (NL),3,111.636321,1.0705,0.08779786798455874,0.04482373436199354,0.0039354283120892385,0.999,1857.9571044482248,0.025837496336961238,0.02205648386431599
GTN,Parus major (NL),4,68.030631,0.9733,0.05543630480396515,0.04482373436199354,0.0024848622005434404,0.999,2042.365901668394,0.07906389828746692,0.06732708913089659
GTN,Parus major (NL),4A,19.934923,0.6552,0.022738776329562237,0.04482373436199354,0.0010192368699130842,0.999,3025.28303111385,0.21400840187842995,0.18178570980561165
GTN,Parus major (NL),5,61.875929,1.0105,0.06999027353589232,0.04482373436199354,0.003137225428896104,0.999,1967.6219374020525,0.045664376704527304,0.03892888251020041
GTN,Parus major (NL),6,34.342011,0.7807,0.03870598994055784,0.04482373436199354,0.001734947011313559,0.999,2542.468304127336,0.11019278097503675,0.09371528663314516
GTN,Parus major (NL),7,37.653027,0.8367,0.04621842882156041,0.04482373436199354,0.00207168257612633,0.999,2373.471475745312,0.08555979843377366,0.07280745773639057
GTN,Parus major (NL),8,31.324166,0.4974,0.036386495111276805,0.04482373436199354,0.0016309785912318481,0.999,3974.629100330917,0.039114286880661535,0.033259515283177506
GTN,Parus major (NL),9,25.106277,0.5657,0.03017458246304979,0.04482373436199354,0.0013525374688078127,0.999,3499.286791330768,0.0938123986730695,0.07973245534592015
GTN,Parus major (NL),10,20.202851,0.5667,0.030958634248306034,0.04482373436199354,0.0013876815977561852,0.999,3493.170863260619,0.08859282005733563,0.07530076166699208
GTN,Parus major (NL),11,20.315886,0.5849,0.02547588776887181,0.04482373436199354,0.0011419244259878703,0.999,3385.4838517703456,0.14471581560225627,0.12295195602182561
GTN,Parus major (NL),12,20.46635,0.5542,0.026941907279155096,0.04482373436199354,0.0012076368950863082,0.999,3571.192182131916,0.1157466278722677,0.09835043585724075
GTN,Parus major (NL),13,16.48034,0.5417,0.021693599652045904,0.04482373436199354,9.723881481587412e-4,0.999,3652.7814986560666,0.16932070179493894,0.1438150750574607
GTN,Parus major (NL),14,16.193477,0.5165,0.030255915139986204,0.04482373436199354,0.0013561831031137603,0.999,3829.157577423714,0.07453254503855457,0.06334663359826426
GTN,Parus major (NL),15,13.820886,0.4893,0.02705088191387499,0.04482373436199354,0.001212521545165188,0.999,4039.7167619638617,0.08636940237062879,0.0733890830113984
GTN,Parus major (NL),17,10.486032,0.5005,0.0211728235742087,0.04482373436199354,9.490450195836854e-4,0.999,3950.2710597135233,0.1534328084715876,0.1303152873300618
GTN,Parus major (NL),18,11.572643,0.5102,0.023387247099984226,0.04482373436199354,0.0010483037514679968,0.999,3875.947972938566,0.13112746674703488,0.1113894434025888
GTN,Parus major (NL),19,9.871655,0.5152,0.02240416525270485,0.04482373436199354,0.001004238351889448,0.999,3838.719919393306,0.14551226758753522,0.12359971208328761
GTN,Parus major (NL),20,14.661763,0.5094,0.023516734138534803,0.04482373436199354,0.001054107844087309,0.999,3881.9716352368423,0.12924979190505692,0.10979548912328782
GTN,Parus major (NL),21,7.693166,0.5308,0.018179366831881136,0.04482373436199354,8.148671097414761e-4,0.999,3727.03480011054,0.2190360309667646,0.18599176605226328
GTN,Parus major (NL),22,4.276343,0.5575,0.00965488975877413,0.04482373436199354,4.3276821384162354e-4,0.999,3550.2576581884277,0.46383827502998415,0.3936071814131507
GTN,Parus major (NL),23,6.655392,0.4033,0.014889934025736495,0.04482373436199354,6.674224474372218e-4,0.999,4890.1118734203055,0.19556055223712804,0.16601627973089642
GTN,Parus major (NL),24,6.808513,0.5233,0.012079774530843485,0.04482373436199354,5.414606047233036e-4,0.999,3779.9061895395366,0.3593943068040548,0.30503364577067416
GTN,Parus major (NL),25LG1,1.09296,0.0458,0.005806006031841624,0.04482373436199354,2.6024687207540115e-4,0.999,40038.55799496631,0.005461920886948712,0.004633558961277467
GTN,Parus major (NL),25LG2,0.809223,0.0576,0.004580718499718801,0.04482373436199354,2.0532490921846514e-4,0.999,32298.752562883692,0.036302480056773334,0.03079392985190192
GTN,Parus major (NL),26,6.596997,0.5491,0.016990045708805118,0.04482373436199354,7.615572956496089e-4,0.999,3604.036028393551,0.25351305313909916,0.21524802021855605
GTN,Parus major (NL),27,4.327975,0.5432,0.014419224145210295,0.04482373436199354,6.463234727909497e-4,0.999,3642.794309656164,0.3081367088939378,0.2615756449527141
GTN,Parus major (NL),28,5.10101,0.5243,0.01609056684335215,0.04482373436199354,7.212392939203177e-4,0.999,3772.7700884505516,0.25652349570973965,0.21778915837896218
GTN,Parus major (NL),LGE22,0.773534,0.3459,0.00299038983923055,0.04482373436199354,1.3404043979247475e-4,0.999,5689.854893107985,0.6829488406383522,0.5792479084200893
GTU,Parus major (UK),1,114.05986,1.3988,0.08518932749586167,0.0856940199863849,0.007300215933057058,0.9,12.593921774198353,0.9550714025790565,0.7190851631409695
GTU,Parus major (UK),1A,71.365269,0.9358,0.061316035999866174,0.0856940199863849,0.005254417614458428,0.9,17.42233359757512,0.9552596331574322,0.7170180284366435
GTU,Parus major (UK),2,150.265477,1.3969,0.09750720523078246,0.0856940199863849,0.008355784393863207,0.9,12.608160039313764,0.9486877800043461,0.7154160088154595
GTU,Parus major (UK),3,111.636321,1.1487,0.08779786798455874,0.0856940199863849,0.00752375225383076,0.9,14.801797438021312,0.9458393653507944,0.7123740370194724
GTU,Parus major (UK),4,68.030631,0.9765,0.05543630480396515,0.0856940199863849,0.004750559811842315,0.9,16.850033223924804,0.9607668173133808,0.7206066609707047
GTU,Parus major (UK),4A,19.934923,0.5938,0.022738776329562237,0.0856940199863849,0.0019485771532514423,0.9,24.486001418519784,0.9764258837248422,0.7292861699640253
GTU,Parus major (UK),5,61.875929,0.9857,0.06999027353589232,0.0856940199863849,0.005997747899237303,0.9,16.72597580576733,0.9510781024756192,0.7146768699553819
GTU,Parus major (UK),6,34.342011,0.7802,0.03870598994055784,0.0856940199863849,0.0033168718755589768,0.9,20.03678943795955,0.967316310858458,0.7239620245950386
GTU,Parus major (UK),7,37.653027,0.7264,0.04621842882156041,0.0856940199863849,0.003960642963174106,0.9,21.140260067039783,0.9589997055502225,0.7184299819328775
GTU,Parus major (UK),8,31.324166,0.5383,0.036386495111276805,0.0856940199863849,0.003118105039300251,0.9,26.237904138232544,0.9599190984137574,0.7182120938220298
GTU,Parus major (UK),9,25.106277,0.542,0.03017458246304979,0.0856940199863849,0.002585781272669408,0.9,26.113037004116304,0.9668022517996335,0.7227863237773247
GTU,Parus major (UK),10,20.202851,0.5047,0.030958634248306034,0.0856940199863849,0.0026529698220255173,0.9,27.43140086653133,0.9642667227050191,0.7209631779051583
GTU,Parus major (UK),11,20.315886,0.5823,0.02547588776887181,0.0856940199863849,0.0021831312356365993,0.9,24.828804142070915,0.9732617019987014,0.7271776471539625
GTU,Parus major (UK),12,20.46635,0.5192,0.026941907279155096,0.0856940199863849,0.0023087603408512456,0.9,26.902762790801223,0.9694212685547378,0.7244442460451375
GTU,Parus major (UK),13,16.48034,0.4095,0.021693599652045904,0.0856940199863849,0.0018590117621590542,0.9,31.525311247908142,0.9711222065666056,0.7252278584261205
GTU,Parus major (UK),14,16.193477,0.492,0.030255915139986204,0.0856940199863849,0.0025927509967123433,0.9,27.91251673904196,0.9644617523905212,0.7210440685573134
GTU,Parus major (UK),15,13.820886,0.4915,0.02705088191387499,0.0856940199863849,0.002318098815376941,0.9,27.931818281667265,0.9681440822958003,0.72349990841096
GTU,Parus major (UK),17,10.486032,0.4536,0.0211728235742087,0.0856940199863849,0.0018143843665364417,0.9,29.48059424500468,0.9736099041440214,0.7270371944834904
GTU,Parus major (UK),18,11.572643,0.4991,0.023387247099984226,0.0856940199863849,0.0020041472204125705,0.9,27.641401914062353,0.9726813726811171,0.726549729693725
GTU,Parus major (UK),19,9.871655,0.4943,0.02240416525270485,0.0856940199863849,0.0019199029849435595,0.9,27.824086253397084,0.9736437781129871,0.727177086047556
GTU,Parus major (UK),20,14.661763,0.4944,0.023516734138534803,0.0856940199863849,0.0020152434852821013,0.9,27.82025468290287,0.9723569654803701,0.7263194520174573
GTU,Parus major (UK),21,7.693166,0.4676,0.018179366831881136,0.0856940199863849,0.0015578630246310449,0.9,28.888043081934907,0.9777494703147053,0.7298487765731156
GTU,Parus major (UK),22,4.276343,0.5769,0.00965488975877413,0.0856940199863849,8.273663159547332e-4,0.9,24.99323324742448,0.9897139869565239,0.7379749706758435
GTU,Parus major (UK),23,6.655392,0.5143,0.014889934025736495,0.0856940199863849,0.0012759783039974159,0.9,27.0790193332868,0.9828722559043622,0.7333640984290947
GTU,Parus major (UK),24,6.808513,0.4951,0.012079774530843485,0.0856940199863849,0.001035164440077125,0.9,27.793464426561076,0.9857175725166651,0.7352229016198144
GTU,Parus major (UK),25LG1,1.09296,0.0443,0.005806006031841624,0.0856940199863849,4.975399969337074e-4,0.9,79.46161895596208,0.9804264324327997,0.7306903529473978
GTU,Parus major (UK),25LG2,0.809223,0.0368,0.004580718499718801,0.0856940199863849,3.92540182666906e-4,0.9,82.264188114062,0.9839836482356855,0.7332267120595368
GTU,Parus major (UK),26,6.596997,0.5345,0.016990045708805118,0.0856940199863849,0.0014559453165399387,0.9,26.367444852945745,0.9809882677961317,0.7321550016942522
GTU,Parus major (UK),27,4.327975,0.4915,0.014419224145210295,0.0856940199863849,0.0012356412820878147,0.9,27.931818281667265,0.9828911927966916,0.7333340854386454
GTU,Parus major (UK),28,5.10101,0.487,0.01609056684335215,0.0856940199863849,0.0013788653566664812,0.9,28.1067915931717,0.9808088009469409,0.7319368436327138
GTU,Parus major (UK),LGE22,0.773534,0.0444,0.00299038983923055,0.0856940199863849,2.562585266501051e-4,0.9,79.42567002513528,0.9898748553417976,0.7374668304404144
GTU,Parus major (UK),1,114.05986,1.3988,0.08518932749586167,0.0856940199863849,0.007300215933057058,0.99,139.27410173906014,0.6014778864265531,0.45286019759231755
GTU,Parus major (UK),1A,71.365269,0.9358,0.061316035999866174,0.0856940199863849,0.005254417614458428,0.99,205.3017206303921,0.5831152145454689,0.4376863702518628
GTU,Parus major (UK),2,150.265477,1.3969,0.09750720523078246,0.0856940199863849,0.008355784393863207,0.99,139.45793317578728,0.558422066571687,0.42111229270747746
GTU,Parus major (UK),3,111.636321,1.1487,0.08779786798455874,0.0856940199863849,0.00752375225383076,0.99,168.534323853793,0.5304629042048166,0.39952661561861214
GTU,Parus major (UK),4,68.030631,0.9765,0.05543630480396515,0.0856940199863849,0.004750559811842315,0.99,197.07720830074524,0.6261824273825971,0.46965738202376167
GTU,Parus major (UK),4A,19.934923,0.5938,0.022738776329562237,0.0856940199863849,0.0019485771532514423,0.99,316.54118387375945,0.7346196038829643,0.5486826253033567
GTU,Parus major (UK),5,61.875929,0.9857,0.06999027353589232,0.0856940199863849,0.005997747899237303,0.99,195.30895835187843,0.5567121564922761,0.41833504570484
GTU,Parus major (UK),6,34.342011,0.7802,0.03870598994055784,0.0856940199863849,0.0033168718755589768,0.99,244.3184175424378,0.6668524686832296,0.4990878970144361
GTU,Parus major (UK),7,37.653027,0.7264,0.04621842882156041,0.0856940199863849,0.003960642963174106,0.99,261.52359493145764,0.595769880520315,0.446318118786896
GTU,Parus major (UK),8,31.324166,0.5383,0.036386495111276805,0.0856940199863849,0.003118105039300251,0.99,347.1636396742279,0.5820223981688529,0.4354695368921519
GTU,Parus major (UK),9,25.106277,0.542,0.03017458246304979,0.0856940199863849,0.002585781272669408,0.99,344.9377099312989,0.6402050679440663,0.47862059346837715
GTU,Parus major (UK),10,20.202851,0.5047,0.030958634248306034,0.0856940199863849,0.0026529698220255173,0.99,368.7849357988217,0.6131242617467875,0.4584208972385573
GTU,Parus major (UK),11,20.315886,0.5823,0.02547588776887181,0.0856940199863849,0.0021831312356365993,0.99,322.4315577060902,0.703311627879225,0.5254830162606361
GTU,Parus major (UK),12,20.46635,0.5192,0.026941907279155096,0.0856940199863849,0.0023087603408512456,0.99,359.13035311745625,0.6606223338027444,0.4936801616141614
GTU,Parus major (UK),13,16.48034,0.4095,0.021693599652045904,0.0856940199863849,0.0018590117621590542,0.99,447.98431674641176,0.6594137758653521,0.49244599418467877
GTU,Parus major (UK),14,16.193477,0.492,0.030255915139986204,0.0856940199863849,0.0025927509967123433,0.99,377.6810498149089,0.6128614064835115,0.4581831066886086
GTU,Parus major (UK),15,13.820886,0.4915,0.02705088191387499,0.0856940199863849,0.002318098815376941,0.99,378.0401458493112,0.6452178888063828,0.4821752175043542
GTU,Parus major (UK),17,10.486032,0.4536,0.0211728235742087,0.0856940199863849,0.0018143843665364417,0.99,407.4194772705322,0.6910053138957125,0.5160039587206241
GTU,Parus major (UK),18,11.572643,0.4991,0.023387247099984226,0.0856940199863849,0.0020041472204125705,0.99,372.65505401390396,0.6883706880752946,0.5141822917525457
GTU,Parus major (UK),19,9.871655,0.4943,0.02240416525270485,0.0856940199863849,0.0019199029849435595,0.99,376.0380207004557,0.6969941515143188,0.5205581214442421
GTU,Parus major (UK),20,14.661763,0.4944,0.023516734138534803,0.0856940199863849,0.0020152434852821013,0.99,375.9669112508502,0.684660328648887,0.5114192959749935
GTU,Parus major (UK),21,7.693166,0.4676,0.018179366831881136,0.0856940199863849,0.0015578630246310449,0.99,396.04593308227726,0.7345533455622455,0.5483131178928042
GTU,Parus major (UK),22,4.276343,0.5769,0.00965488975877413,0.0856940199863849,8.273663159547332e-4,0.99,325.274276891764,0.8741000029040272,0.6517680183489117
GTU,Parus major (UK),23,6.655392,0.5143,0.014889934025736495,0.0856940199863849,0.0012759783039974159,0.99,362.33547786298845,0.7936076334772038,0.5921454625819537
GTU,Parus major (UK),24,6.808513,0.4951,0.012079774530843485,0.0856940199863849,0.001035164440077125,0.99,375.46990265280016,0.8233807523225187,0.6141397929174416
GTU,Parus major (UK),25LG1,1.09296,0.0443,0.005806006031841624,0.0856940199863849,4.975399969337074e-4,0.99,2809.505568566624,0.49712155964310334,0.3704938135664527
GTU,Parus major (UK),25LG2,0.809223,0.0368,0.004580718499718801,0.0856940199863849,3.92540182666906e-4,0.99,3176.0884589692782,0.5361339877928195,0.39950639606415395
GTU,Parus major (UK),26,6.596997,0.5345,0.016990045708805118,0.0856940199863849,0.0014559453165399387,0.99,349.48004173584854,0.7753723487602282,0.578694732604283
GTU,Parus major (UK),27,4.327975,0.4915,0.014419224145210295,0.0856940199863849,0.0012356412820878147,0.99,378.0401458493112,0.7917092958442968,0.590693473149621
GTU,Parus major (UK),28,5.10101,0.487,0.01609056684335215,0.0856940199863849,0.0013788653566664812,0.99,381.3032360064469,0.768831913603409,0.5737473028215833
GTU,Parus major (UK),LGE22,0.773534,0.0444,0.00299038983923055,0.0856940199863849,2.562585266501051e-4,0.99,2805.211122598754,0.6980743700054196,0.5200725023789258
GTU,Parus major (UK),1,114.05986,1.3988,0.08518932749586167,0.0856940199863849,0.007300215933057058,0.999,1423.8097782587954,0.0055328102247989884,0.004165721779946475
GTU,Parus major (UK),1A,71.365269,0.9358,0.061316035999866174,0.0856940199863849,0.005254417614458428,0.999,2123.692096643135,0.003774895494864605,0.0028334371424612605
GTU,Parus major (UK),2,150.265477,1.3969,0.09750720523078246,0.0856940199863849,0.008355784393863207,0.999,1425.7376707215399,0.002588754804402206,0.0019522087972491723
GTU,Parus major (UK),3,111.636321,1.1487,0.08779786798455874,0.0856940199863849,0.00752375225383076,0.999,1732.1399850294524,0.0014794334653720272,0.0011142589628186
GTU,Parus major (UK),4,68.030631,0.9765,0.05543630480396515,0.0856940199863849,0.004750559811842315,0.999,2035.713701026265,0.00794359092617537,0.005957954032420869
GTU,Parus major (UK),4A,19.934923,0.5938,0.022738776329562237,0.0856940199863849,0.0019485771532514423,0.999,3335.206896304862,0.038795385115340246,0.028976021933292812
GTU,Parus major (UK),5,61.875929,0.9857,0.06999027353589232,0.0856940199863849,0.005997747899237303,0.999,2016.8278816616898,0.0023620802291186684,0.0017749584396233077
GTU,Parus major (UK),6,34.342011,0.7802,0.03870598994055784,0.0856940199863849,0.0033168718755589768,0.999,2544.085736601564,0.014710360840675032,0.011009576182259772
GTU,Parus major (UK),7,37.653027,0.7264,0.04621842882156041,0.0856940199863849,0.003960642963174106,0.999,2731.0374261798297,0.004479104763578806,0.0033554996271110593
GTU,Parus major (UK),8,31.324166,0.5383,0.036386495111276805,0.0856940199863849,0.003118105039300251,0.999,3675.6233125254166,0.0032454872478494858,0.0024282756699002136
GTU,Parus major (UK),9,25.106277,0.542,0.03017458246304979,0.0856940199863849,0.002585781272669408,0.999,3650.7796785488026,0.008914653801168819,0.006664640919795597
GTU,Parus major (UK),10,20.202851,0.5047,0.030958634248306034,0.0856940199863849,0.0026529698220255173,0.999,3917.742599615741,0.005534099358301502,0.004137736755045628
